File	LNet	LNet conf.	Orig.	Orig. Conf
00234645-screenshot.png	None	0.7203108	None	None
00234656-screenshot.png	None	0.5859306	None	None
00234710-screenshot.png	None	0	None	None
00234703-screenshot.png	None	0.5784784	None	None
00234693-screenshot.png	None	0.60433275	None	None
00234699-screenshot.png	None	0	None	None
00234704-screenshot.png	None	0	None	None
00234694-screenshot.png	None	0.5792177	None	None
00234713-screenshot.png	None	0	None	None
00234689-screenshot.png	None	0.613386	None	None
00234683-screenshot.png	None	0.582688	None	None
00234705-screenshot.png	None	0	None	None
00234688-screenshot.png	None	0.5877664	None	None
00234719-screenshot.png	None	0	None	None
00234678-screenshot.png	None	0.66487503	None	None
00234686-screenshot.png	None	0.5273064	None	None
00234709-screenshot.png	None	0.743726	None	None
00234700-screenshot.png	None	0	None	None
00234706-screenshot.png	None	0.68878996	None	None
00234697-screenshot.png	None	0	None	None
00234679-screenshot.png	None	0.57904935	None	None
00234677-screenshot.png	None	0	None	None
00234687-screenshot.png	None	0	None	None
00234681-screenshot.png	None	0	None	None
00234707-screenshot.png	None	0.63324565	None	None
00234684-screenshot.png	None	0.57903945	None	None
00234685-screenshot.png	None	0.5732589	None	None
00234682-screenshot.png	None	0.55698586	None	None
00234692-screenshot.png	None	0.6081942	None	None
00234712-screenshot.png	None	0	None	None
00234698-screenshot.png	None	0.61332256	None	None
00234690-screenshot.png	None	0.613386	None	None
00234711-screenshot.png	None	0	None	None
00234695-screenshot.png	None	0.6187259	None	None
00234701-screenshot.png	None	0.73468614	None	None
00234691-screenshot.png	None	0	None	None
00234749-screenshot.png	None	0.6788454	None	None
00234772-screenshot.png	None	0.6920799	None	None
00234771-screenshot.png	None	0	None	None
00234783-screenshot.png	None	0.5954945	None	None
00234747-screenshot.png	None	0.61903924	None	None
00234770-screenshot.png	None	0.65977126	None	None
00234773-screenshot.png	None	0.6416302	None	None
00234760-screenshot.png	None	0.7015891	None	None
00234776-screenshot.png	None	0.68796617	None	None
00234766-screenshot.png	None	0.687751	None	None
00234759-screenshot.png	None	0.71240366	None	None
00234748-screenshot.png	None	0.6725427	None	None
00234751-screenshot.png	None	0.58568394	None	None
00234740-screenshot.png	None	0.6805892	None	None
00234729-screenshot.png	None	0.6180816	None	None
00234781-screenshot.png	None	0.59076166	None	None
00234746-screenshot.png	None	0.6908261	None	None
00234769-screenshot.png	None	0.6748797	None	None
00234774-screenshot.png	None	0	None	None
00234765-screenshot.png	None	0.80041736	None	None
00234768-screenshot.png	Yahoo!	0.98381144	Yahoo!	0.98381144
00234763-screenshot.png	None	0	None	0
00234753-screenshot.png	None	0.6370461	None	None
00234761-screenshot.png	None	0.58568394	None	None
00234775-screenshot.png	Citrix ShareFile	0.88071096	Citrix ShareFile	0.88071096
00234754-screenshot.png	None	0.71240366	None	None
00234778-screenshot.png	None	0.65792316	None	None
00234730-screenshot.png	None	0	None	None
00234767-screenshot.png	None	0.7151106	None	None
00234782-screenshot.png	None	0.68796617	None	None
00234741-screenshot.png	None	0.7611462	None	None
00234743-screenshot.png	None	0.613386	None	None
00234757-screenshot.png	None	0.69592196	None	None
00234784-screenshot.png	None	0	None	None
00234755-screenshot.png	None	0	None	None
00234777-screenshot.png	None	0.6914377	None	None
00234756-screenshot.png	None	0.71501684	None	None
00234731-screenshot.png	None	0.7722564	None	None
00234744-screenshot.png	None	0.70429665	None	None
00234758-screenshot.png	None	0.7350116	None	None
00234779-screenshot.png	None	0	None	None
00234798-screenshot.png	None	0.60145396	None	None
00234800-screenshot.png	None	0	None	None
00234822-screenshot.png	None	0	None	None
00234810-screenshot.png	None	0.6790019	None	None
00234788-screenshot.png	None	0.6656891	None	None
00234785-screenshot.png	None	0.80041736	None	None
00234791-screenshot.png	None	0.7646754	None	None
00234804-screenshot.png	None	0.6577097	None	None
00234787-screenshot.png	None	0	None	None
00234823-screenshot.png	None	0	None	None
00234809-screenshot.png	None	0	None	None
00234795-screenshot.png	None	0.6758344	None	None
00234796-screenshot.png	None	0.648512	None	None
00234818-screenshot.png	None	0.72496897	None	None
00234812-screenshot.png	None	0.7382381	None	None
00234797-screenshot.png	None	0.7488594	None	None
00234821-screenshot.png	None	0.6928363	None	None
00234806-screenshot.png	None	0.7332101	None	None
00234792-screenshot.png	None	0.76901805	None	None
00234802-screenshot.png	None	0.6056312	None	None
00234808-screenshot.png	None	0.66993153	None	None
00234814-screenshot.png	None	0.69903094	None	None
00234801-screenshot.png	None	0.76701385	None	None
00234816-screenshot.png	None	0.6237149	None	None
00234793-screenshot.png	None	0.7048097	None	None
00234786-screenshot.png	None	0.80057454	None	None
00234813-screenshot.png	None	0.67283326	None	None
00234807-screenshot.png	None	0.6681199	None	None
00234803-screenshot.png	None	0.7394622	None	None
00234817-screenshot.png	None	0.72496897	None	None
00234820-screenshot.png	None	0.6928363	None	None
00234799-screenshot.png	None	0.6756636	None	None
00234845-screenshot.png	None	0.7569517	None	None
00234872-screenshot.png	None	0	None	None
00234840-screenshot.png	None	0.6751929	None	None
00234826-screenshot.png	None	0	None	None
00234854-screenshot.png	None	0.7111466	None	None
00234860-screenshot.png	None	0.68888867	None	None
00234861-screenshot.png	None	0	None	None
00234868-screenshot.png	None	0.65953404	None	None
00234833-screenshot.png	None	0.82834136	None	None
